haversine_km,euclidean_km,absolute_difference_km,percent_error
10.40805966268361,10.408058505285277,1.1573983336177207e-06,1.1120212327062098e-05
10.808369404671442,10.808368108525004,1.29614643817888e-06,1.1992062721493197e-05
11.208679146659273,11.208677701096871,1.4455624022247093e-06,1.28968131151792e-05
11.608988888647104,11.608987282605776,1.6060413283724984e-06,1.3834463481510527e-05
12.009298630634936,12.009296852656611,1.7779783245686076e-06,1.4805013841800063e-05
12.409608372622767,12.409606410854272,1.961768495206684e-06,1.580846418598192e-05
12.809918114610598,12.809915956803652,2.1578069464567307e-06,1.6844814519115485e-05
13.21022785659843,13.210225490109645,2.3664887844887517e-06,1.791406484564689e-05
13.610537598586259,13.610535010377145,2.5882091136963936e-06,1.9016215156447853e-05
14.010847340574093,14.010844517211051,2.823363042026017e-06,2.0151265468790197e-05
14.411157082561923,14.411154010216254,3.072345668542198e-06,2.1319215736395372e-05
14.811466824549754,14.81146348899765,3.3355521047440106e-06,2.2520066001939724e-05
15.211776566537585,15.21177295316013,3.613377455025102e-06,2.375381625689732e-05
15.612086308525418,15.612082402308593,3.906216825555475e-06,2.502046650499476e-05
16.01239605051325,16.012391836047932,4.214465317176064e-06,2.6320016716305093e-05
16.41270579250108,16.41270125398304,4.538518037833228e-06,2.7652466907113296e-05
16.81301553448891,16.813010655718816,4.8787700919206145e-06,2.9017817071022664e-05
17.21332527647674,17.213320040860147,5.235616594490011e-06,3.041606726414949e-05
17.613635018464574,17.613629409011942,5.609452632171497e-06,3.184721737614662e-05
18.013944760452404,18.013938759779077,6.000673327122286e-06,3.3311267503695756e-05
18.414254502440233,18.41424809276646,6.409673773077884e-06,3.480821758072521e-05
18.814564244428066,18.814557407578977,6.8368490886427935e-06,3.6338067678965923e-05
19.214873986415896,19.21486670382153,7.282594363999806e-06,3.790081771625613e-05
19.61518372840373,19.615175981099018,7.747304710647995e-06,3.949646772581348e-05
20.01549347039156,20.01548523901632,8.231375240086436e-06,4.112501773819822e-05
20.41580321237939,20.41579447717834,8.735201049603347e-06,4.2786467711966596e-05
20.81611295436722,20.816103695189977,9.259177243592376e-06,4.4480817642997085e-05
21.216422696355053,21.216412892656123,9.803698929999882e-06,4.6208067544224325e-05
21.616732438342886,21.616722069181666,1.036916122032494e-05,4.796821744405987e-05
22.017042180330716,22.017031224371507,1.0955959208303057e-05,4.976126728816799e-05
22.417351922318545,22.41734035783054,1.1564488005433304e-05,5.158721710533433e-05
22.817661664306378,22.81764946916366,1.2195142719662044e-05,5.344606690675444e-05
23.21797140629421,23.217958557975766,1.2848318444724782e-05,5.5337816641645544e-05
23.61828114828204,23.618267623871745,1.3524410295673306e-05,5.726246635292108e-05
24.01859089026987,24.018576666456493,1.4223813376901262e-05,5.922001603625901e-05
24.418900632257703,24.41888568533491,1.4946922792802297e-05,6.121046568762071e-05
24.819210374245536,24.819194680111895,1.569413364066463e-05,6.32338152745994e-05
25.219520116233365,25.21950365039233,1.6465841035540052e-05,6.529006483728166e-05
25.6198298582212,25.61981259578112,1.7262440078269492e-05,6.737921435778042e-05
26.02013960020903,26.020121515883158,1.80843258732466e-05,6.950126383296314e-05
26.42044934219686,26.42043041030333,1.8931893531970445e-05,7.165621328678075e-05
26.820759084184694,26.820739278646546,1.9805538148176538e-05,7.384406267552362e-05
27.221068826172523,27.22104812051769,2.070565483336395e-05,7.606481202330994e-05
27.621378568160356,27.621356935521668,2.1632638688373618e-05,7.83184613142732e-05
28.02168831014819,28.02166572326337,2.2586884817599184e-05,8.060501054613199e-05
28.421998052136015,28.421974483347686,2.356878832898701e-05,8.292445972923333e-05
28.82230779412385,28.822283215379514,2.4578744337588887e-05,8.527680889800183e-05
29.222617536111677,29.22259191896375,2.5617147926482176e-05,8.766205797555929e-05
29.62292727809951,29.622900593705296,2.668439421427138e-05,9.008020700911413e-05
30.023237020087343,30.023209239209038,2.7780878305350143e-05,9.253125599602425e-05
30.423546762075173,30.423517855079872,2.89069953005594e-05,9.501520492210905e-05
30.823856504063006,30.8238264409227,3.00631403042928e-05,9.753205378545047e-05
31.22416624605084,31.224134996342418,3.124970842094399e-05,0.00010008180258422875
31.624475988038668,31.624443520943906,3.246709476201204e-05,0.0001026644513391845
32.0247857300265,32.02475201433208,3.3715694421232456e-05,0.00010528000001455297
